OrderID,EmployeeID,Location,Date,OrderTotal,OrderComplete
1,1,College Station,2024-06-30 09:30:00,20.5
2,1,College Station,2024-06-30 15:35:00,26.0
3,1,College Station,2024-06-30 10:15:00,14.5
4,1,College Station,2024-06-30 21:39:00,12.5
5,1,College Station,2024-06-30 09:02:00,13.1
6,1,College Station,2024-06-30 08:43:00,13.0
7,1,College Station,2024-06-30 15:33:00,7.25
8,1,College Station,2024-06-30 17:07:00,14.4
9,1,College Station,2024-06-30 19:30:00,13.5
10,1,College Station,2024-06-30 12:28:00,12.0
11,1,College Station,2024-06-30 11:41:00,13.5
12,1,College Station,2024-06-30 13:46:00,9.8
13,1,College Station,2024-06-30 12:12:00,7.25
14,1,College Station,2024-06-30 12:00:00,12.5
15,1,College Station,2024-06-30 09:20:00,6.05
16,1,College Station,2024-06-30 14:20:00,12.0
17,1,College Station,2024-06-30 15:11:00,14.5
18,1,College Station,2024-06-30 13:46:00,13.0
19,1,College Station,2024-06-30 08:49:00,15.0
20,1,College Station,2024-06-30 21:22:00,14.0
21,1,College Station,2024-06-30 14:38:00,4.4
22,1,College Station,2024-06-30 09:48:00,6.0
23,1,College Station,2024-06-30 08:38:00,7.75
24,1,College Station,2024-06-30 16:00:00,6.95
25,1,College Station,2024-06-30 12:37:00,6.5
26,1,College Station,2024-06-30 07:50:00,15.5
27,1,College Station,2024-06-30 21:41:00,13.5
28,1,College Station,2024-06-30 08:56:00,15.0
29,1,College Station,2024-06-30 21:10:00,12.0
30,1,College Station,2024-06-30 17:50:00,6.5
31,1,College Station,2024-06-30 08:00:00,13.0
32,1,College Station,2024-06-30 12:22:00,12.5
33,1,College Station,2024-06-30 13:32:00,13.5
34,1,College Station,2024-06-30 14:11:00,6.75
35,1,College Station,2024-06-30 21:33:00,14.5
36,1,College Station,2024-06-30 15:13:00,12.5
37,1,College Station,2024-06-30 19:32:00,13.5
38,1,College Station,2024-06-30 15:58:00,14.5
39,1,College Station,2024-06-30 17:29:00,5.55
40,1,College Station,2024-06-30 13:44:00,7.25
41,1,College Station,2024-06-30 17:09:00,7.0
42,1,College Station,2024-06-30 16:26:00,11.4
43,1,College Station,2024-06-30 21:54:00,11.4
44,1,College Station,2024-06-30 18:42:00,15.0
45,1,College Station,2024-06-30 21:55:00,13.0
46,1,College Station,2024-06-30 20:35:00,13.0
47,1,College Station,2024-06-30 09:53:00,11.4
48,1,College Station,2024-06-30 15:32:00,6.05
49,1,College Station,2024-06-30 14:51:00,14.5
50,1,College Station,2024-06-30 15:43:00,6.2
51,1,College Station,2024-06-30 10:36:00,7.75
52,1,College Station,2024-06-30 07:30:00,5.75
53,1,College Station,2024-06-30 10:59:00,6.5
54,1,College Station,2024-06-30 21:05:00,13.4
55,1,College Station,2024-06-30 16:45:00,7.75
56,1,College Station,2024-06-30 20:32:00,12.4
57,1,College Station,2024-06-30 11:26:00,6.25
58,1,College Station,2024-06-30 20:15:00,6.75
59,1,College Station,2024-06-30 10:46:00,7.0
60,1,College Station,2024-06-30 10:42:00,6.25
